,IEKS-EKF,KS-EKF
2,26.344244223451014,26.344244223451014
4,5.568105976262174,7.052922544570535
8,-11.715513762509069,7.372742215588389
16,-20.750265055273104,35.14784189025967
32,-27.411075852726967,54.36499622253601
64,-35.9198377425222,68.10934596170817
128,-25.39400069680542,80.34098297347771
256,-0.303327872720196,92.08026734589558
512,23.053162806605414,104.06983383894456
