,IEKS-EKF,KS-EKF
2,429222.21526060347,429222.2152606036
4,285.76995534083903,281.9708069224549
8,1.4135665871362337,638.9546107442922
16,0.10959212106098845,52116.23148851592
32,0.007700070860890812,1020382.472309713
64,0.026766180141200552,21046473.240304165
128,121.82785857928236,333875073.5698126
256,9840.40464637574,4524255033.371499
