,IEKS-EKF,KS-EKF
2,122794.36222224814,122794.36222224814
4,177.22283206861397,155.54484711790386
8,2.327932312099354,43.188402455711476
16,0.12257065647913461,3258.340926447475
32,0.009914061857226432,168039.52830773126
64,0.0010825207306993658,4069517.910451791
128,0.016603241275445893,65889869.65632063
256,3.0277017272376168,954640646.1487609
512,644.2843995995905,14851840081.197906
