,IEKS-EKF,KS-EKF
2,0.6862646338189572,0.6862646338189572
4,0.3614223225148824,0.3636465329586575
8,0.03087657141068034,0.1290859990652162
16,0.0010552283528958274,0.13938024908447283
32,4.848637681794084e-05,0.14053190583251673
64,5.771066511873082e-06,0.14033161731931615
128,2.2959700580971963e-05,0.13692117413861699
256,0.04066889811400871,164.13426133969736
